Carimbo de data/hora,Nickname,TAG,Data:,Horário do INÍCIO da instrução:,Curso aplicado: ,Nick(s) do(s) aluno(s) presente(s):,Nick(s) do(s) aluno(s) aprovado(s):,Comentários:,Pontos:,,Nickname,Pontos:,CFSd,CFC1,CFC2,CAP,CODE,,,,,,,,,,
04/11/2018 21:51:58,Thauan2019,[ALS],04/11/2018,21:15:00,Curso de Formação de Soldados (CFSd),"Memelcol2, X_Himawary_X e SeveroH",SeveroH,,2,,,,,,,,,,,,,,,,,,
05/11/2018 11:47:59,Thauan2019,[ALS],05/11/2018,11:12:00,Curso de Formação de Soldados (CFSd),jackbr1 e @LuccaDuVini,jackbr1 e @LuccaDuVini,,2,,,,,,,,,,,,,,,,,,
05/11/2018 21:34:37,Thauan2019,[ALS],05/11/2018,20:55:00,Curso de Formação de Soldados (CFSd),JNMIBUI e Unnlimited,,,2,,,,,,,,,,,,,,,,,,
06/11/2018 18:43:22,Thauan2019,[ALS],06/11/2018,18:27:00,Curso de Formação de Soldados (CFSd),.:.caua4142.:.,.:.caua4142.:. ,,2,,,,,,,,,,,,,,,,,,
07/11/2018 11:53:20,Thauan2019,[ALS],07/11/2018,11:27:00,Curso de Formação de Cabos (Parte 1) (CFC1),Esmeralda258,Esmeralda258,,2,,,,,,,,,,,,,,,,,,
07/11/2018 12:13:12,Thauan2019,[ALS],07/11/2018,11:57:00,Curso de Formação de Cabos (Parte 2) (CFC2),Esmeralda258,Esmeralda258,,1,,,,,,,,,,,,,,,,,,
07/11/2018 16:26:18,Thauan2019,[ALS],07/11/2018,15:57:00,Curso de Formação de Cabos (Parte 1) (CFC1),LaysaLebs ,LaysaLebs ,,2,,,,,,,,,,,,,,,,,,
09/11/2018 12:17:37,Thauan2019,[ALS],09/11/2018,11:45:00,Curso de Formação de Soldados (CFSd),N.Fredbear e Raiany513,N.Fredbear ,,2,,,,,,,,,,,,,,,,,,
10/11/2018 10:35:11,Thauan2019,[ALS],10/11/2018,10:00:00,Curso de Formação de Soldados (CFSd),"Ninha8707, thonyRPG e Leonard23313",,,2,,,,,,,,,,,,,,,,,,
10/11/2018 14:02:14,Thauan2019,[ALS],10/11/2018,13:32:00,Curso de Formação de Soldados (CFSd),julio.c27,julio.c27,,2,,,,,,,,,,,,,,,,,,
10/11/2018 14:58:54,Thauan2019,[ALS],10/11/2018,14:15:00,Curso de Formação de Soldados (CFSd),"Ruth0804, Frankstai23, Iago97262 e Terwe232",Iago97262 e Terwe232,,2,,,,,,,,,,,,,,,,,,
07/11/2018 22:10:39,Thelastbro,[TsB],08/11/2018,21:26:00,Curso de Formação de Soldados (CFSd),graziell8598 ; Yukya... ; BoloNoPote2 ,Yukya... ; BoloNoPote2 ,"Aula boa, recruta muito brincalhão.",2,,,,,,,,,,,,,,,,,,
08/11/2018 00:39:49,Thelastbro,[TsB],08/11/2018,00:09:00,Curso de Formação de Soldados (CFSd),etjennife443 ,etjennife443 ,Boa aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 13:11:15,Thiago_Canto122,[TC1],05/11/2018,11:40:00,Curso de Formação de Soldados (CFSd),"gustavo55411,Menoor10",,Ambos sairam na aula,2,,,,,,,,,,,,,,,,,,
05/11/2018 14:47:32,Thiago_Canto122,[TC1],05/11/2018,13:36:00,Curso de Formação de Cabos (Parte 2) (CFC2),yIsrael-,yIsrael-,Ótimo aluno!,1,,,,,,,,,,,,,,,,,,
05/11/2018 18:08:13,Thiago_Canto122,[TC1],05/11/2018,15:40:00,Curso de Formação de Soldados (CFSd),RicardooCesar,RicardooCesar,Ótimo aluno!,2,,,,,,,,,,,,,,,,,,
07/11/2018 16:23:20,Thiago_Canto122,[TC1],07/11/2018,15:05:00,Curso de Formação de Soldados (CFSd),rvicente,,Excedeu o limite de erros(2),2,,,,,,,,,,,,,,,,,,
04/11/2018 16:29:37,V.junior.V,[VjV],04/11/2018,16:20:00,Curso de Formação de Soldados (CFSd),"zadyopote75,AlyssonThe",zadyopote75,"zadyopote75 mostrou seu exemplo e dedicação, AlyssonThe não mostrou muito esforço mas acredito que aprenderá algo com isso.",2,,,,,,,,,,,,,,,,,,
09/11/2018 23:47:51,V.junior.V,[VjV],09/11/2018,23:30:00,Curso de Formação de Soldados (CFSd),"Karuser11, Yell0wSky",Yell0Sky,Achei conveniente mostrando se esforçado apesar de obter uma reprovação.,2,,,,,,,,,,,,,,,,,,
10/11/2018 19:03:07,V.junior.V,[VjV],10/11/2018,19:00:00,Curso de Formação de Cabos (Parte 1) (CFC1),Serj=Tankian,Serj=Tankian,Concluiu o curso muito bem.,2,,,,,,,,,,,,,,,,,,
10/11/2018 19:21:11,V.junior.V,[VjV],10/11/2018,19:20:00,Curso de Formação de Cabos (Parte 2) (CFC2),Serj=Tankian,Serj=Tankian,Foi muito bem no curso.,1,,,,,,,,,,,,,,,,,,
05/11/2018 14:20:24,vanessa4470,VaN,05/11/2018,13:30:00,Curso de Formação de Cabos (Parte 1) (CFC1),julia-090 e joaopedr5991,julia-090 e joaopedr5991,Gostei dos Alunos e da aula!,2,,,,,,,,,,,,,,,,,,
05/11/2018 14:54:11,vanessa4470,VaN,05/11/2018,14:20:00,Curso de Formação de Cabos (Parte 2) (CFC2),joaopedr5991,joaopedr5991,Excelente aula.,1,,,,,,,,,,,,,,,,,,
07/11/2018 15:39:44,vanessa4470,Van,07/11/2018,13:40:00,Curso de Formação de Soldados (CFSd),etsarafer126,etsarafer126,"Alunas meio desatentas, mas gostei da aula!",2,,,,,,,,,,,,,,,,,,
07/11/2018 15:51:59,vanessa4470,VaN,07/11/2018,13:40:00,Curso de Formação de Soldados (CFSd),LariParis100,LariParis100,,2,,,,,,,,,,,,,,,,,,
08/11/2018 16:13:20,vanessa4470,VaN,08/11/2018,15:00:00,Curso de Formação de Soldados (CFSd),"serra_pedro , Telu30 e yasmin65238",serra_pedro,"Um dos alunos mal educado, e o resto foi bom.",2,,,,,,,,,,,,,,,,,,
09/11/2018 13:54:31,vanessa4470,VaN,09/11/2018,13:10:00,Curso de Formação de Cabos (Parte 1) (CFC1),david45588,david45588,Um aluno excelente!,2,,,,,,,,,,,,,,,,,,
09/11/2018 14:22:45,vanessa4470,VaN,09/11/2018,13:55:00,Curso de Formação de Cabos (Parte 2) (CFC2),david45588,david45588,Um aluno excelente!,1,,,,,,,,,,,,,,,,,,
09/11/2018 15:33:06,vanessa4470,[VaN],09/11/2018,14:52:00,Curso de Formação de Soldados (CFSd),"MacedosP, Pietro6lavelool e Xdaanilosaantos",Pietro6lavelool e Xdaanilosaantos,Alunos execelentes!,2,,,,,,,,,,,,,,,,,,
04/11/2018 16:44:02,vinibini42,[V42],04/11/2018,16:30:00,Curso de Formação de Cabos (Parte 1) (CFC1),",Callie",",Callie","Ela foi muito bem, pois era uma ex-policial e sabia de tudo.",2,,,,,,,,,,,,,,,,,,
04/11/2018 16:51:40,vinibini42,[V42],04/11/2018,16:44:00,Curso de Formação de Cabos (Parte 2) (CFC2),",Callie",",Callie","Ela foi muito bem, possuia conta no fórum e já sabia conferir TAGs.",1,,,,,,,,,,,,,,,,,,
04/11/2018 17:11:43,vinibini42,[V42],04/11/2018,16:50:00,Curso de Formação de Soldados (CFSd),vaciacmfunky / endryo86,-x-,Eles reprovaram no teste teórico mas foram bem educados na aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 19:04:43,vinibini42,[V42],04/11/2018,18:43:00,Curso de Formação de Cabos (Parte 1) (CFC1),.:RafaelPereira,.:RafaelPereira,"Ele foi ótimo, prestou os comandos muito bem.",2,,,,,,,,,,,,,,,,,,
04/11/2018 19:11:05,vinibini42,[V42],04/11/2018,19:05:00,Curso de Formação de Cabos (Parte 2) (CFC2),.:RafaelPereira,-x-,Ele saiu no meio da aula.,1,,,,,,,,,,,,,,,,,,
05/11/2018 20:49:45,vinibini42,[V42],05/11/2018,20:21:00,Curso de Formação de Soldados (CFSd),samuel18750 / japajutli,samuel18750 / japajutli,"Foram ótimos, samuel já foi da RCC. Japa apresentou boa aual e já sabiam o negrito.",2,,,,,,,,,,,,,,,,,,
08/11/2018 01:24:56,vinibini42,[V42],08/11/2018,01:10:00,Curso de Formação de Soldados (CFSd),izabella450 / retarduardo / jislanneves200,-x-,"retarduardo saiu, mas o jis e iza reprovaram na aula.",2,,,,,,,,,,,,,,,,,,
08/11/2018 13:11:51,vinibini42,[V42],08/11/2018,12:55:00,Curso de Formação de Cabos (Parte 1) (CFC1),JACKBLACK1708,JACKBLACK1708,Ele foi bem no teste e apresentou os comandos ótimos.,2,,,,,,,,,,,,,,,,,,
08/11/2018 13:22:19,vinibini42,[V42],08/11/2018,13:13:00,Curso de Formação de Cabos (Parte 2) (CFC2),JACKBLACK1708,JACKBLACK1708,Ele foi ótimo! Já sabia conferir e possuia conta no fórum.,1,,,,,,,,,,,,,,,,,,
08/11/2018 14:22:40,vinibini42,[V42],08/11/2018,14:02:00,Curso de Formação de Soldados (CFSd),iChandelier / adriel5680,iChandelier,"Ele foi ótimo, mas o adriel foi reprovado no teste teórico.",2,,,,,,,,,,,,,,,,,,
08/11/2018 16:16:58,vinibini42,[V42],08/11/2018,15:53:00,Curso de Formação de Soldados (CFSd),ML3K36931 / pedroluc3469 / dkaiakj,dkaiakj,Os ML3K e pedro foram reprovados. Já o dkaiak foi muito bem.,2,,,,,,,,,,,,,,,,,,
08/11/2018 17:06:02,vinibini42,[V42],08/11/2018,16:32:00,Curso de Formação de Soldados (CFSd), henriquean9 / Gabe-.- / deyvesso4197, henriquean9 / Gabe-.- / deyvesso4197,Foram bem e retiraram as dúvidas. Passaram na aula completos.,2,,,,,,,,,,,,,,,,,,
10/11/2018 12:04:04,vinibini42,[V42],10/11/2018,11:32:00,Curso de Formação de Soldados (CFSd),iarlissonh / pedrobarb495,pedrobarb495,"O pedro retirou dúvidas e foi bem na aula, também já sabia falar em negrito. Já iarlissonh caiu ou saiu no meio da aula.",2,,,,,,,,,,,,,,,,,,
10/11/2018 20:01:36,vinibini42,[V42],10/11/2018,19:30:00,Curso de Formação de Soldados (CFSd),dimasfelip81 / Prublem / dalmo372 / Yas_Andrade / yasmim79189,Yas_Andrade / Prublem,"Yas_Andrade e Prublem passaram no teste e já sabiam o negrito, já o resto reprovaram e um tinha saido ou caido.",2,,,,,,,,,,,,,,,,,,
04/11/2018 21:33:31,vitor48006,[006],04/11/2018,21:23:00,Curso de Formação de Cabos (Parte 2) (CFC2),Stynte.th,Stynte.th,Bom aluno.,1,,,,,,,,,,,,,,,,,,
06/11/2018 21:01:51,vitor48006,[006],06/11/2018,20:36:00,Curso de Formação de Cabos (Parte 1) (CFC1),carolin20849 ,carolin20849,Boa aluna.,2,,,,,,,,,,,,,,,,,,
10/11/2018 12:27:32,vitor48006,[006],10/11/2018,11:59:00,Curso de Formação de Soldados (CFSd),iarlissonh,iarlissonh,"Bom, aluno",2,,,,,,,,,,,,,,,,,,
10/11/2018 15:16:37,vitor48006,[006],10/11/2018,14:55:00,Curso de Formação de Cabos (Parte 1) (CFC1),VulgoGr,VulgoGr,"Muito bom, responde bem rapido.",2,,,,,,,,,,,,,,,,,,
10/11/2018 22:08:54,vitor48006,[006],10/11/2018,21:42:00,Curso de Formação de Cabos (Parte 1) (CFC1),Yell0wSky,Yell0wSky,Bom aluno.,2,,,,,,,,,,,,,,,,,,
04/11/2018 02:37:14,W@ld,[Wld],04/11/2018,02:02:00,Curso de Formação de Soldados (CFSd),.-Renegado-. / wanderso2331 /Leo_RJ,-X-,"Dois recrutas reprovados, um por falta de respeito e conduta, o outro recruta saiu sem avisos.",2,,,,,,,,,,,,,,,,,,
06/11/2018 19:53:22,W@ld,[Wld],06/11/2018,19:46:00,Curso de Formação de Cabos (Parte 2) (CFC2),.:RafaelPereira ,.:RafaelPereira ,Aula boa.,1,,,,,,,,,,,,,,,,,,
04/11/2018 02:14:30,Xavonellys,[Xns],11/04/2018,01:05:00,Curso de Formação de Soldados (CFSd),ZikaarthurNipon / razenbergue / ILuvIt-PSY/ izabelly989 / pedro174582 / cairo216 / Scotley,razenbergue / ILuvIt-PSY,ZikaarthurNipon ausente no meio da aula. / Scotley saiu no meio da  aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 16:46:17,Xavonellys,[Xns],11/08/2018,16:25:00,Curso de Formação de Cabos (Parte 1) (CFC1),InHz,,,2,,,,,,,,,,,,,,,,,,
09/11/2018 16:17:21,Xavonellys,[Xns],09/11/2018,15:50:00,Curso de Formação de Soldados (CFSd),donmarcos15 / PedroSilva283 / edusalgadoc,PedroSilva283,,2,,,,,,,,,,,,,,,,,,
09/11/2018 17:09:58,Xavonellys,[Xns],09/11/2018,16:49:00,Curso de Formação de Cabos (Parte 1) (CFC1),pipoka60_,,Saiu no meio da aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 01:55:15,Xlut.,[LuT],04/11/2018,00:27:00,Curso de Formação de Soldados (CFSd),Mutinzin / Kazuuya / xXGirl23Xx / Arketih / vivih083,Mutinzin / Kazuuya / xXGirl23Xx / Arketih,Excelente aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 02:12:31,Xlut.,[LuT],04/11/2018,01:04:00,Curso de Formação de Cabos (Parte 2) (CFC2),Pedruuuuuuo,,O aluno saiu da sala sem motivo algum.,1,,,,,,,,,,,,,,,,,,
04/11/2018 02:55:57,Xlut.,[LuT],04/11/2018,01:29:00,Curso de Formação de Soldados (CFSd),biasenpai / vih_cofe,vih_cofe,,2,,,,,,,,,,,,,,,,,,
04/11/2018 21:36:32,Xlut.,[LuT],04/11/2018,20:00:00,Curso de Formação de Cabos (Parte 2) (CFC2),jonhleno21 / .:RafaelPereira,jonhleno21,,1,,,,,,,,,,,,,,,,,,
06/11/2018 20:32:21,Xlut.,[LuT],06/11/2018,19:58:00,Curso de Formação de Soldados (CFSd),lepj87 / NigthCrawler_ / Gabi=VL / wenderso0716,NigthCrawler_ / Gabi=VL,Aula excelente!,2,,,,,,,,,,,,,,,,,,
08/11/2018 19:53:20,Xlut.,[LuT],08/11/2018,19:45:00,Curso de Aperfeiçoamento de Praças (CAP),Veg4s,Veg4s,Excelente aula.,1,,,,,,,,,,,,,,,,,,
08/11/2018 20:23:00,Xlut.,[LuT],08/11/2018,20:04:00,Curso de Formação de Cabos (Parte 1) (CFC1),jamesapolo84 ,jamesapolo84 ,,2,,,,,,,,,,,,,,,,,,
09/11/2018 12:42:25,Xlut.,[LuT],09/11/2018,12:05:00,Curso de Formação de Cabos (Parte 2) (CFC2),DraloYT05,,,1,,,,,,,,,,,,,,,,,,
09/11/2018 14:21:23,Xlut.,[LuT],09/11/2018,14:00:00,Curso de Formação de Cabos (Parte 1) (CFC1),Luxxiene ,Luxxiene ,,2,,,,,,,,,,,,,,,,,,
09/11/2018 23:26:18,Xlut.,[LuT],10/11/2018,22:58:00,Curso de Formação de Cabos (Parte 1) (CFC1),gosmata ,,Aluno reprovado pois nao sabia os comandos!,2,,,,,,,,,,,,,,,,,,
10/11/2018 16:49:11,Xlut.,[LuT],10/11/2018,16:24:00,Curso de Formação de Soldados (CFSd),formigatomica46 / mariaed62991 ,formigatomica46 / mariaed62991 ,Excelente Aula.,2,,,,,,,,,,,,,,,,,,
